Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Rarity
2,0,Tempest Drake,Visions,139,Near Mint,English,,,,,,,,,Creature  - Drake,{1}{W}{U},Uncommon
1,0,Temple of Abandon,Theros,224,Near Mint,English,,,,,,,,,Land,,Rare
1,0,Temple of Deceit,Theros,225,Near Mint,English,,,,,,,,,Land,,Rare
1,0,Temple of Mystery,Theros,226,Near Mint,English,,,,,,,,,Land,,Rare
1,0,Temple of the False God,Commander 2016,331,Near Mint,English,,,,,,,,,Land,,Uncommon
1,0,Tenacity,Shadows over Innistrad,42,Near Mint,English,,,,,,,,,Instant,{3}{W},Uncommon
1,0,Tendrils of Despair,Weatherlight,25,Near Mint,English,,,,,,,,,Sorcery,{B},Common
1,0,Terashi's Grasp,Modern Masters 2015 Edition,37,Near Mint,English,,,,,,,,,Sorcery  - Arcane,{2}{W},Common
1,0,Teremko Griffin,Mirage,247,Near Mint,English,,,,,,,,,Creature  - Griffin,{3}{W},Common
2,0,Terramorphic Expanse,Duel Decks: Speed vs. Cunning,74,,,,,,,,,,,Land,,Common
1,0,Terramorphic Expanse,Commander,291,Near Mint,English,,,,,,,,0,Land,,Common
9,0,Terramorphic Expanse,Commander 2017,285,Near Mint,English,,,,,,,,,Land,,Common
1,0,Terramorphic Expanse,Time Spiral,279,Near Mint,English,,,,,,,,0,Land,,Common
2,0,Terramorphic Expanse,Magic 2011,229,Near Mint,English,,,,,,,,0,Land,,Common
1,0,Terrarion,Ravnica: City of Guilds,273,Near Mint,English,,,,,,,,0,Artifact,{1},Common
1,0,Terrarion,Eldritch Moon,201,Near Mint,English,,,,,,,,,Artifact,{1},Common
4,0,Territorial Baloth,Battle for Zendikar,196,Near Mint,English,,,,,,,,,Creature  - Beast,{4}{G},Common
3,0,Territorial Hammerskull,Ixalan,41,Near Mint,English,,,,,,,,,Creature  - Dinosaur,{2}{W},Common
2,0,Terror,Revised Edition,40,Near Mint,English,,,,,,,,0,Instant,{1}{B},Common
3,0,Terror of the Fairgrounds,Kaladesh,137,Near Mint,English,,,,,,,,,Creature  - Gremlin,{3}{R},Common
2,0,Tezzeret's Ambition,Kaladesh,65,Near Mint,English,,,,,,,,,Sorcery,{3}{U}{U},Common
1,0,Thalakos Scout,Exodus,48,Near Mint,English,,,,,,,,,Creature  - Thalakos Soldier Scout,{2}{U},Common
1,0,Thallid,Fallen Empires,90,Near Mint,English,,,,,,,,0,Creature  - Fungus,{G},Common
1,0,Thallid Germinator,Time Spiral,225,Near Mint,English,,,,,,,,,Creature  - Fungus,{2}{G},Common
1,0,Thallid Shell-Dweller,Time Spiral,226,Near Mint,English,,,,,,,,,Creature  - Fungus,{1}{G},Common
3,0,Thassa's Bounty,Theros,67,Near Mint,English,,,,,,,,,Sorcery,{5}{U},Common
2,0,Thassa's Emissary,Theros,68,Near Mint,English,,,,,,,,,Enchantment Creature  - Crab,{3}{U},Uncommon
1,0,"Thassa, God of the Sea",Theros,66,Near Mint,English,,,,,,,,0,Legendary Enchantment Creature  - God,{2}{U},MythicRare
1,0,Thatcher Revolt,Avacyn Restored,158,Near Mint,English,,,,,,,,,Sorcery,{2}{R},Common
1,0,The Brute,Fourth Edition,244,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{1}{R},Common
1,0,The Rack,Fourth Edition,370,Near Mint,English,,,,,,,,0,Artifact,{1},Uncommon
2,0,Thelonite Druid,Fallen Empires,92,Near Mint,English,,,,,,,,,Creature  - Human Cleric Druid,{2}{G},Uncommon
1,0,Thieving Magpie,Seventh Edition,104,Near Mint,English,,,,,,,,0,Creature  - Bird,{2}{U}{U},Uncommon
1,0,Thieving Magpie,Eighth Edition,107,Near Mint,English,,,,,,,,0,Creature  - Bird,{2}{U}{U},Uncommon
1,0,Thirst,Mirage,99,Near Mint,English,,,,,,,,,Enchantment  - Aura,{2}{U},Common
1,0,Thopter Engineer,Magic Origins,165,Near Mint,English,,,,,,,,,Creature  - Human Artificer,{2}{R},Uncommon
1,1,Thorn Elemental,Seventh Edition,273,Near Mint,English,foil,,,,,,,0,Creature  - Elemental,{5}{G}{G},Rare
1,0,Thornscape Apprentice,Invasion,215,Near Mint,English,,,,,,,,,Creature  - Human Wizard,{G},Common
1,0,Thornscape Familiar,Planeshift,95,Near Mint,English,,,,,,,,,Creature  - Insect,{1}{G},Common
10,0,Thornwood Falls,Khans of Tarkir,244,Near Mint,English,,,,,,,,0,Land,,Common
5,0,Those Who Serve,Amonkhet,32,Near Mint,English,,,,,,,,,Creature  - Zombie,{2}{W},Common
1,0,Thought Harvester,Oath of the Gatewatch,48,Near Mint,English,,,,,,,,,Creature  - Eldrazi Drone,{3}{U},Uncommon
1,0,Thought Nibbler,Odyssey,107,Near Mint,English,,,,,,,,,Creature  - Beast,{U},Common
1,0,Thought Prison,Mirrodin,261,Near Mint,English,,,,,,,,,Artifact,{5},Uncommon
1,0,Thoughtleech,Ice Age,157,Near Mint,English,,,,,,,,0,Enchantment,{G}{G},Uncommon
2,0,Thoughtleech,Seventh Edition,274,Near Mint,English,,,,,,,,,Enchantment,{G}{G},Uncommon
1,0,Thoughtweft Gambit,Shadowmoor,154,Near Mint,English,,,,,,,,,Instant,{4}{WU}{WU},Uncommon
1,0,Thousand Winds,Duel Decks: Speed vs. Cunning,58,,,,,,,,,,,Creature - Elemental,{4}{U}{U},Rare
1,0,Thraben Foulbloods,Eldritch Moon,108,Near Mint,English,,,,,,,,,Creature  - Zombie Hound,{2}{B},Common
3,0,Thraben Standard Bearer,Eldritch Moon,48,Near Mint,English,,,,,,,,,Creature  - Human Soldier,{W},Common
2,0,Thrash of Raptors,Ixalan,168,Near Mint,English,,,,,,,,,Creature  - Dinosaur,{3}{R},Common
1,0,Thrashing Brontodon,Rivals of Ixalan,148,Near Mint,English,,,,,,,,,Creature  - Dinosaur,{1}{G}{G},Uncommon
1,0,Thrashing Mossdog,Dragon's Maze,50,Near Mint,English,,,,,,,,,Creature  - Plant Hound,{3}{G},Common
1,0,Threaten,Ninth Edition,223,Near Mint,English,,,,,,,,0,Sorcery,{2}{R},Uncommon
1,0,Thresher Lizard,Amonkhet,150,Near Mint,English,,,,,,,,,Creature  - Lizard,{2}{R},Common
3,0,Thriving Grubs,Kaladesh,138,Near Mint,English,,,,,,,,,Creature  - Gremlin,{1}{R},Common
2,0,Thriving Ibex,Kaladesh,31,Near Mint,English,,,,,,,,,Creature  - Goat,{3}{W},Common
1,0,Thriving Rats,Kaladesh,102,Near Mint,English,,,,,,,,,Creature  - Rat,{1}{B},Common
2,0,Thriving Rhino,Kaladesh,171,Near Mint,English,,,,,,,,,Creature  - Rhino,{2}{G},Common
2,0,Thriving Turtle,Kaladesh,66,Near Mint,English,,,,,,,,,Creature  - Turtle,{U},Common
1,0,Throne of Bone,Eighth Edition,317,Near Mint,English,,,,,,,,,Artifact,{1},Uncommon
1,0,Throttle,Khans of Tarkir,93,Near Mint,English,,,,,,,,0,Instant,{4}{B},Common
1,0,Throwing Knife,Magic Origins,241,Near Mint,English,,,,,,,,,Artifact  - Equipment,{2},Uncommon
1,0,Thrull Wizard,Fallen Empires,31,Near Mint,English,,,,,,,,,Creature  - Thrull Wizard,{2}{B},Uncommon
1,0,Thunderbolt,Avacyn Restored,159,Near Mint,English,,,,,,,,,Instant,{1}{R},Common
1,0,Thunderherd Migration,Rivals of Ixalan,149,Near Mint,English,,,,,,,,,Sorcery,{1}{G},Uncommon
1,0,Thundering Giant,Modern Masters,136,Near Mint,English,,,,,,,,0,Creature  - Giant,{3}{R}{R},Common
5,0,Thundering Giant,Magic 2015 Core Set,165,Near Mint,English,,,,,,,,,Creature  - Giant,{3}{R}{R},Common
1,0,Thunderous Wrath,Modern Masters 2017 Edition,113,Near Mint,English,,,,,,,,,Instant,{4}{R}{R},Common
2,0,Tidy Conclusion,Kaladesh,103,Near Mint,English,,,,,,,,,Instant,{3}{B}{B},Common
3,0,Tiger Claws,Mercadian Masques,279,Near Mint,English,,,,,,,,,Enchantment  - Aura,{2}{G},Common
4,0,Tightening Coils,Battle for Zendikar,86,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{U},Common
1,0,Tilling Treefolk,Eventide,78,Near Mint,English,,,,,,,,,Creature  - Treefolk Druid,{2}{G},Common
1,0,Tilonalli's Knight,Ixalan,169,Near Mint,English,,,,,,,,,Creature  - Human Knight,{1}{R},Common
2,0,Timber Wolves,Revised Edition,126,Near Mint,English,,,,,,,,0,Creature  - Wolf,{G},Rare
4,0,Timberpack Wolf,Magic Origins,200,Near Mint,English,,,,,,,,,Creature  - Wolf,{1}{G},Common
1,0,Timberwatch Elf,Legions,140,Near Mint,English,,,,,,,,0,Creature  - Elf,{2}{G},Common
1,0,Time and Tide,Visions,46,Near Mint,English,,,,,,,,,Instant,{U}{U},Uncommon
1,0,Time Ebb,Tempest,96,Near Mint,English,,,,,,,,0,Sorcery,{2}{U},Common
1,0,Time Ebb,Magic 2014 Core Set,74,Near Mint,English,,,,,,,,,Sorcery,{2}{U},Common
4,0,Time to Feed,Theros,181,Near Mint,English,,,,,,,,,Sorcery,{2}{G},Common
4,0,Time to Reflect,Amonkhet,33,Near Mint,English,,,,,,,,,Instant,{W},Uncommon
1,0,"Timmy, Power Gamer",Unglued,68,Near Mint,English,,,,,,,,,Summon - Legend,{2}{G}{G},Rare
1,0,Tinder Wall,Ice Age,158,Near Mint,English,,,,,,,,,Creature  - Plant Wall,{G},Common
1,0,Tine Shrike,Mirrodin Besieged,17,Near Mint,English,,,,,,,,,Creature - Bird,{3}{W},Common
4,0,Tireless Missionaries,Magic 2015 Core Set,39,Near Mint,English,,,,,,,,,Creature  - Human Cleric,{4}{W},Common
1,0,Tireless Tracker,Shadows over Innistrad,233,Near Mint,English,,,,,,,,,Creature  - Human Scout,{2}{G},Rare
2,0,Tishana's Wayfinder,Ixalan,211,Near Mint,English,,,,,,,,,Creature  - Merfolk Scout,{2}{G},Common
1,0,Titan of Eternal Fire,Theros,144,Near Mint,English,,,,,,,,,Creature  - Giant,{5}{R},Rare
5,0,Titan's Strength,Theros,145,Near Mint,English,,,,,,,,0,Instant,{R},Common
1,0,Titan's Strength,Magic Origins,166,Near Mint,English,,,,,,,,,Instant,{R},Common
2,0,Titania's Chosen,Urza's Saga,277,Near Mint,English,,,,,,,,,Creature  - Elf Archer,{2}{G},Uncommon
1,0,Titanic Growth,Magic 2012,198,Near Mint,English,,,,,,,,0,Instant,{1}{G},Common
1,0,Titanic Growth,Magic 2013,195,Near Mint,English,,,,,,,,0,Instant,{1}{G},Common
5,0,Titanic Growth,Magic 2015 Core Set,203,Near Mint,English,,,,,,,,,Instant,{1}{G},Common
3,0,Titanic Growth,Magic Origins,201,Near Mint,English,,,,,,,,0,Instant,{1}{G},Common
1,0,Tobias Andrion,Chronicles,122,Near Mint,English,,,,,,,,0,Legendary Creature  - Human Advisor,{3}{W}{U},Uncommon
1,0,Tolarian Sentinel,Time Spiral,87,Near Mint,English,,,,,,,,,Creature  - Human Spellshaper,{3}{U},Common
1,0,Tome Scour,Magic 2014 Core Set,75,Near Mint,English,,,,,,,,,Sorcery,{U},Common
1,0,Topplegeist,Shadows over Innistrad,45,Near Mint,English,,,,,,,,,Creature  - Spirit,{W},Uncommon
1,0,Tor Giant,Ice Age,220,Near Mint,English,,,,,,,,,Creature  - Giant,{3}{R},Common
5,0,Torch Fiend,Magic 2015 Core Set,166,Near Mint,English,,,,,,,,,Creature  - Devil,{1}{R},Common
2,0,Torch Gauntlet,Kaladesh,237,Near Mint,English,,,,,,,,,Artifact  - Equipment,{2},Common
4,0,Tormented Hero,Theros,108,Near Mint,English,,,,,,,,,Creature  - Human Warrior,{B},Uncommon
1,0,Tormented Soul,Magic 2012,114,Near Mint,English,,,,,,,,0,Creature  - Spirit,{B},Common
1,0,Tormentor's Trident,Avacyn Restored,222,Near Mint,English,,,,,,,,,Artifact  - Equipment,{2},Uncommon
1,0,Tormod's Crypt,Magic 2015 Core Set,237,Near Mint,English,,,,,,,,,Artifact,{0},Uncommon
1,0,Tortoise Formation,Shards of Alara,61,Near Mint,English,,,,,,,,,Instant,{3}{U},Common
2,0,Torture,Homelands,23,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{B},Common
2,0,Torture,Homelands,24,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{B},Common
1,0,Total War,Ice Age,221,Near Mint,English,,,,,,,,,Enchantment,{3}{R},Rare
1,0,Totem-Guide Hartebeest,Rise of the Eldrazi,50,Near Mint,English,,,,,,,,0,Creature  - Antelope,{4}{W},Common
2,0,Touch of Death,Ice Age,55,Near Mint,English,,,,,,,,0,Sorcery,{2}{B},Common
1,0,Touch of Death,"",,Near Mint,English,,,,,,,,0,Sorcery,{2}{B},Common
2,0,Touch of Vitae,Ice Age,159,Near Mint,English,,,,,,,,,Instant,{2}{G},Uncommon
1,0,Tower Drake,Return to Ravnica,55,Near Mint,English,,,,,,,,,Creature  - Drake,{2}{U},Common
3,0,Toxic Nim,New Phyrexia,75,Near Mint,English,,,,,,,,,Creature  - Zombie,{4}{B}{B},Common
1,0,Toxic Stench,Judgment,74,Near Mint,English,,,,,,,,,Instant,{1}{B},Common
1,0,Trade Caravan,Homelands,124,Near Mint,English,,,,,,,,0,Creature  - Human Nomad,{W},Common
1,0,Trading Post,Magic 2014 Core Set,225,Near Mint,English,,,,,,,,0,Artifact,{4},Rare
1,0,Trained Armodon,Seventh Edition,275,Near Mint,English,,,,,,,,0,Creature  - Elephant,{1}{G}{G},Common
4,0,Trained Armodon,Eighth Edition,284,Near Mint,English,,,,,,,,0,Creature  - Elephant,{1}{G}{G},Common
2,0,Trained Orgg,Seventh Edition,224,Near Mint,English,,,,,,,,,Creature  - Orgg,{6}{R},Rare
1,0,Traitor's Clutch,Time Spiral,137,Near Mint,English,,,,,,,,,Instant,{4}{B},Common
2,0,Traitor's Roar,Shadowmoor,200,Near Mint,English,,,,,,,,,Sorcery,{4}{BR},Common
3,0,Tranquil Cove,Khans of Tarkir,246,Near Mint,English,,,,,,,,0,Land,,Common
1,0,Tranquil Domain,Mirage,143,Near Mint,English,,,,,,,,,Instant,{1}{G},Common
1,0,Tranquil Path,Apocalypse,89,Near Mint,English,,,,,,,,,Sorcery,{4}{G},Common
1,0,Tranquil Thicket,Commander,292,Near Mint,English,,,,,,,,0,Land,,Common
4,0,Tranquility,Revised Edition,128,Near Mint,English,,,,,,,,0,Sorcery,{2}{G},Common
1,0,Tranquility,Fourth Edition,161,Near Mint,English,,,,,,,,0,Sorcery,{2}{G},Common
1,0,Tranquility,Tempest,155,Near Mint,English,,,,,,,,0,Sorcery,{2}{G},Common
2,0,Tranquility,Mercadian Masques,280,Near Mint,English,,,,,,,,0,Sorcery,{2}{G},Common
1,0,Tranquility,Seventh Edition,276,Near Mint,English,,,,,,,,,Sorcery,{2}{G},Common
2,0,Trapjaw Kelpie,Eventide,164,Near Mint,English,,,,,,,,,Creature  - Beast,{4}{GU}{GU},Common
2,0,Traumatic Visions,Duel Decks: Speed vs. Cunning,69,,,,,,,,,,,Instant,{3}{U}{U},Common
6,0,Traveler's Amulet,Theros,221,Near Mint,English,,,,,,,,0,Artifact,{1},Common
4,0,Traveling Philosopher,Theros,34,Near Mint,English,,,,,,,,,Creature  - Human Advisor,{1}{W},Common
1,0,Treasure,Extras: Ixalan,7,Near Mint,English,,,,,,,,,Token,,Common
4,0,Treasure Cruise,Khans of Tarkir,59,Near Mint,English,,,,,,,,0,Sorcery,{7}{U},Common
1,0,Treasure Map,Ixalan,250,Near Mint,English,,,,,,,,,Artifact,{2},Rare
2,0,Treasure Trove,Seventh Edition,106,Near Mint,English,,,,,,,,0,Enchantment,{2}{U}{U},Uncommon
1,0,Treasure Trove,Ninth Edition,110,Near Mint,English,,,,,,,,,Enchantment,{2}{U}{U},Uncommon
2,0,Tree Monkey,Ninth Edition,275,Near Mint,English,,,,,,,,,Creature  - Ape,{G},Common
2,0,Tree of Tales,Mirrodin,285,Near Mint,English,,,,,,,,,Artifact Land,,Common
2,0,Treetop Bracers,Ninth Edition,276,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{1}{G},Common
1,0,Treetop Rangers,Urza's Saga,279,Near Mint,English,,,,,,,,,Creature  - Elf,{2}{G},Common
2,0,Tremor,Visions,99,Near Mint,English,,,,,,,,0,Sorcery,{R},Common
3,0,Tremor,Seventh Edition,225,Near Mint,English,,,,,,,,0,Sorcery,{R},Common
3,0,Tremor,Eighth Edition,228,Near Mint,English,,,,,,,,0,Sorcery,{R},Common
3,0,Trespasser's Curse,Amonkhet,112,Near Mint,English,,,,,,,,,Enchantment  - Aura Curse,{1}{B},Common
1,0,Triad of Fates,Theros,206,Near Mint,English,,,,,,,,,Legendary Creature  - Human Wizard,{2}{W}{B},Rare
1,0,Tribute to the Wild,Commander,175,Near Mint,English,,,,,,,,0,Instant,{1}{G},Uncommon
2,0,Trigon of Infestation,Scars of Mirrodin,214,Near Mint,English,,,,,,,,,Artifact,{4},Uncommon
1,0,Trigon of Rage,Scars of Mirrodin,216,Near Mint,English,,,,,,,,,Artifact,{2},Uncommon
1,0,Trigon of Thought,Scars of Mirrodin,217,Near Mint,English,,,,,,,,,Artifact,{5},Uncommon
2,0,Triplicate Spirits,Magic 2015 Core Set,40,Near Mint,English,,,,,,,,,Sorcery,{4}{W}{W},Common
1,0,Triskelavus,Commander,263,Near Mint,English,,,,,,,,0,Artifact Creature  - Construct,{7},Rare
2,0,Triton Fortune Hunter,Theros,69,Near Mint,English,,,,,,,,,Creature  - Merfolk Soldier,{2}{U},Uncommon
1,1,Triton Fortune Hunter,Theros,69,Near Mint,English,foil,,,,,,,0,Creature  - Merfolk Soldier,{2}{U},Uncommon
4,0,Triton Shorethief,Theros,70,Near Mint,English,,,,,,,,,Creature  - Merfolk Rogue,{U},Common
4,0,Triton Tactics,Theros,71,Near Mint,English,,,,,,,,,Instant,{U},Uncommon
1,0,Triumph of Ferocity,Avacyn Restored,198,Near Mint,English,,,,,,,,,Enchantment,{2}{G},Uncommon
1,0,Troll Ascetic,Commander,176,Near Mint,English,,,,,,,,0,Creature  - Troll Shaman,{1}{G}{G},Rare
1,1,Trolls of Tel-Jilad,Mirrodin,136,Near Mint,English,foil,,,,,,,0,Creature  - Troll Shaman,{5}{G}{G},Uncommon
2,0,Trophy Mage,Aether Revolt,48,Near Mint,English,,,,,,,,,Creature  - Human Wizard,{2}{U},Uncommon
2,0,True-Faith Censer,Shadows over Innistrad,267,Near Mint,English,,,,,,,,,Artifact  - Equipment,{2},Common
1,0,Trumpet Blast,Khans of Tarkir,124,Near Mint,English,,,,,,,,,Instant,{2}{R},Common
1,0,Trusted Advisor,Saviors of Kamigawa,59,Near Mint,English,,,,,,,,,Creature  - Human Advisor,{U},Uncommon
1,0,Tumble Magnet,Scars of Mirrodin,218,Near Mint,English,,,,,,,,0,Artifact,{3},Common
1,0,Tundra Wolves,Fourth Edition,303,Near Mint,English,,,,,,,,0,Creature  - Wolf,{W},Common
3,0,Tundra Wolves,Eighth Edition,54,Near Mint,English,,,,,,,,0,Creature  - Wolf,{W},Common
1,0,Tunnel,Fourth Edition,245,Near Mint,English,,,,,,,,,Instant,{R},Uncommon
4,0,Turn // Burn,Dragon's Maze,134,Near Mint,English,,,,,,,,,Instant,{2}{U},Uncommon
1,0,Turn Aside,Scars of Mirrodin,49,Near Mint,English,,,,,,,,0,Instant,{U},Common
2,0,Turn Aside,Eldritch Moon,78,Near Mint,English,,,,,,,,,Instant,{U},Common
2,0,Turn to Dust,Mirrodin,137,Near Mint,English,,,,,,,,,Instant,{G},Common
1,0,Turn to Frog,Magic 2012,78,Near Mint,English,,,,,,,,0,Instant,{1}{U},Uncommon
1,0,Turn to Frog,Magic 2015 Core Set,81,Near Mint,English,,,,,,,,,Instant,{1}{U},Uncommon
1,0,Turn to Frog,Magic Origins,81,Near Mint,English,,,,,,,,0,Instant,{1}{U},Uncommon
1,0,Turn to Slag,Scars of Mirrodin,106,Near Mint,English,,,,,,,,0,Sorcery,{3}{R}{R},Common
2,0,Twiddle,Fourth Edition,109,Near Mint,English,,,,,,,,0,Instant,{U},Common
1,0,Twiddle,Seventh Edition,107,Near Mint,English,,,,,,,,0,Instant,{U},Common
4,0,Twiddle,Eighth Edition,111,Near Mint,English,,,,,,,,,Instant,{U},Common
2,0,Two-Headed Cerberus,Theros,146,Near Mint,English,,,,,,,,,Creature  - Hound,{1}{R}{R},Common
1,0,"Tymaret, the Murder King",Theros,207,Near Mint,English,,,,,,,,,Legendary Creature  - Zombie Warrior,{B}{R},Rare
5,0,Typhoid Rats,Magic 2015 Core Set,118,Near Mint,English,,,,,,,,0,Creature  - Rat,{B},Common
4,0,Tyrant's Machine,Magic 2015 Core Set,238,Near Mint,English,,,,,,,,,Artifact,{2},Common
1,0,Ubul Sar Gatekeepers,Dragon's Maze,30,Near Mint,English,,,,,,,,,Creature  - Zombie Soldier,{3}{B},Common
1,0,Uktabi Faerie,Mirage,145,Near Mint,English,,,,,,,,,Creature  - Faerie,{1}{G},Common
2,0,Unbridled Growth,Aether Revolt,126,Near Mint,English,,,,,,,,,Enchantment  - Aura,{G},Common
2,0,Unburden,Amonkhet,114,Near Mint,English,,,,,,,,,Sorcery,{1}{B}{B},Common
1,0,Uncaged Fury,Shadows over Innistrad,188,Near Mint,English,,,,,,,,,Instant,{2}{R},Common
1,0,Uncle Istvan,Fourth Edition,49,Near Mint,English,,,,,,,,0,Creature  - Human,{1}{B}{B}{B},Uncommon
2,0,Uncontrolled Infestation,Scourge,108,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{R},Common
1,0,Uncovered Clues,Dragon's Maze,19,Near Mint,English,,,,,,,,,Sorcery,{2}{U},Common
6,0,Undead Servant,Magic Origins,124,Near Mint,English,,,,,,,,,Creature  - Zombie,{3}{B},Common
1,0,Undercity Troll,Magic Origins,202,Near Mint,English,,,,,,,,,Creature  - Troll,{1}{G},Uncommon
1,0,Undergrowth,Alliances,88,Near Mint,English,,,,,,,,0,Instant,{G},Common
3,0,Undergrowth Scavenger,Magic 2015 Core Set,204,Near Mint,English,,,,,,,,,Creature  - Fungus Horror,{3}{G},Common
1,0,Unflinching Courage,Modern Masters 2017 Edition,197,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{G}{W},Uncommon
6,0,Unfriendly Fire,Ixalan,172,Near Mint,English,,,,,,,,,Instant,{4}{R},Common
1,0,Unhallowed Pact,Conspiracy,131,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{2}{B},Common
2,0,Unholy Hunger,Magic Origins,125,Near Mint,English,,,,,,,,,Instant,{3}{B}{B},Common
2,0,Unholy Strength,Revised Edition,41,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{B},Common
2,0,Unholy Strength,Fourth Edition,50,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{B},Common
1,0,Unholy Strength,Seventh Edition,168,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{B},Common
2,0,Unholy Strength,Eighth Edition,169,Near Mint,English,,,,,,,,0,Enchantment  - Aura,{B},Common
1,0,Unholy Strength,Magic 2011,119,Near Mint,English,,,,,,,,,Enchantment  - Aura,{B},Common
1,0,Unified Front,Battle for Zendikar,53,Near Mint,English,,,,,,,,,Sorcery,{3}{W},Uncommon
4,0,Universal Solvent,Aether Revolt,178,Near Mint,English,,,,,,,,,Artifact,{1},Common
2,0,Unknown Shores,Theros,229,Near Mint,English,,,,,,,,0,Land,,Common
1,0,Unknown Shores,Oath of the Gatewatch,181,Near Mint,English,,,,,,,,0,Land,,Common
4,0,Unknown Shores,Ixalan,259,Near Mint,English,,,,,,,,,Land,,Common
1,0,Unmake,Eventide,96,Near Mint,English,,,,,,,,,Instant,{WB}{WB}{WB},Common
4,0,Unmake the Graves,Magic 2015 Core Set,120,Near Mint,English,,,,,,,,,Instant,{4}{B},Common
1,0,Unnatural Predation,Mirrodin Besieged,93,Near Mint,English,,,,,,,,,Instant,{G},Common
1,0,Unnerve,Commander,105,Near Mint,English,,,,,,,,0,Sorcery,{3}{B},Common
2,0,Unruly Mob,Shadows over Innistrad,47,Near Mint,English,,,,,,,,,Creature  - Human,{1}{W},Common
1,0,Unsummon,Fourth Edition,111,Near Mint,English,,,,,,,,0,Instant,{U},Common
1,0,Unsummon,Seventh Edition,108,Near Mint,English,,,,,,,,0,Instant,{U},Common
6,0,Unsummon,Eighth Edition,112,Near Mint,English,,,,,,,,0,Instant,{U},Common
1,0,Unsummon,Magic 2011,78,Near Mint,English,,,,,,,,0,Instant,{U},Common
2,0,Unsummon,Magic 2012,79,Near Mint,English,,,,,,,,0,Instant,{U},Common
1,0,Untamed Hunger,Oath of the Gatewatch,91,Near Mint,English,,,,,,,,,Enchantment  - Aura,{2}{B},Common
2,0,Untethered Express,Aether Revolt,179,Near Mint,English,,,,,,,,,Artifact  - Vehicle,{4},Uncommon
2,0,Unwavering Initiate,Amonkhet,36,Near Mint,English,,,,,,,,,Creature  - Human Warrior,{2}{W},Common
1,0,Unwilling Recruit,Eventide,64,Near Mint,English,,,,,,,,,Sorcery,{X}{R}{R}{R},Uncommon
2,0,Unyaro Bee Sting,Mirage,148,Near Mint,English,,,,,,,,,Sorcery,{3}{G},Uncommon
2,0,Unyaro Griffin,Mirage,248,Near Mint,English,,,,,,,,0,Creature  - Griffin,{3}{W},Uncommon
1,0,Updraft Elemental,Dragons of Tarkir,82,Near Mint,English,,,,,,,,,Creature  - Elemental,{2}{U},Common
1,0,Ur-Golem's Eye,Ninth Edition,314,Near Mint,English,,,,,,,,,Artifact,{4},Uncommon
1,0,Urban Burgeoning,Return to Ravnica,138,Near Mint,English,,,,,,,,,Enchantment  - Aura,{G},Common
2,0,Urborg Panther,Mirage,48,Near Mint,English,,,,,,,,,Creature  - Nightstalker Cat,{2}{B},Common
1,0,Urborg Volcano,Eighth Edition,327,Near Mint,English,,,,,,,,,Land,,Uncommon
1,0,"Urborg, Tomb of Yawgmoth",Magic 2015 Core Set,248,Near Mint,English,,,,,,,,,Legendary Land,,Rare
1,0,Urgent Exorcism,Innistrad,40,Near Mint,English,,,,,,,,,Instant,{1}{W},Common
1,0,Urza's Contact Lenses,Unglued,82,Near Mint,English,,,,,,,,,Artifact,{0},Uncommon
1,0,Urza's Mine,Antiquities,75,Near Mint,English,,,,,,,,0,Land  - Urza’s Mine,,Common
1,0,Urza's Mine,Antiquities,76,Near Mint,English,,,,,,,,0,Land  - Urza’s Mine,,Uncommon
1,0,Urza's Mine,Antiquities,78,Near Mint,English,,,,,,,,0,Land  - Urza’s Mine,,Uncommon
2,0,Urza's Mine,Eighth Edition,328,Near Mint,English,,,,,,,,0,Land  - Urza’s Mine,,Uncommon
1,0,Urza's Power Plant,Antiquities,79,Near Mint,English,,,,,,,,0,Land  - Urza’s Power-Plant,,Common
1,0,Urza's Power Plant,Antiquities,81,Near Mint,English,,,,,,,,0,Land  - Urza’s Power-Plant,,Uncommon
1,0,Urza's Power Plant,Antiquities,82,Near Mint,English,,,,,,,,0,Land  - Urza’s Power-Plant,,Uncommon
1,0,Urza's Science Fair Project,Unglued,83,Near Mint,English,,,,,,,,,Artifact Creature,{6},Uncommon
1,0,Urza's Tower,Antiquities,83,Near Mint,English,,,,,,,,0,Land  - Urza’s Tower,,Uncommon
2,0,Urza's Tower,Antiquities,85,Near Mint,English,,,,,,,,0,Land  - Urza’s Tower,,Common
4,0,Uthden Troll,Revised Edition,181,Near Mint,English,,,,,,,,0,Creature  - Troll,{2}{R},Uncommon
1,0,Uthden Troll,Fourth Edition,246,Near Mint,English,,,,,,,,0,Creature  - Troll,{2}{R},Uncommon
